Gene,label
ENSG00000270249,Nucleoplasm
ENSG00000272414,Cytosol;Plasma membrane
ENSG00000273513,Vesicles
ENSG00000274274,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000274419,Vesicles
ENSG00000274512,Vesicles
ENSG00000274600,Plasma membrane;Vesicles
ENSG00000274611,Vesicles
ENSG00000274792,Centrosome
ENSG00000274808,Vesicles
ENSG00000274847,Intermediate filaments
ENSG00000274933,Vesicles
ENSG00000275113,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000275793,Plasma membrane;Vesicles
ENSG00000275895,Nucleoplasm
ENSG00000275954,Vesicles
ENSG00000278224,Microtubule organizing center;Mitotic spindle
ENSG00000278299,Vesicles
ENSG00000278599,Vesicles
ENSG00000279408,Centrosome
ENSG00000281028,Cytosol
ENSG00000282301,Cytosol
ENSG00000283088,Cytoplasmic bodies;Nucleoplasm
ENSG00000283149,Endoplasmic reticulum
ENSG00000283496,Nucleoplasm;Plasma membrane;Vesicles
